[2022-07-27 07:04:09,622] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-07-27 07:07:02,052] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-07-29 15:35:42,387] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-07-29 15:38:30,621] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-07-29 15:41:26,430] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-07-29 15:42:05,978] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-07-29 15:43:13,183] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-07-29 17:15:28,668] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-07-31 12:14:59,878] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-01 17:26:09,030] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-06 20:10:46,172] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-06 20:11:04,282] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-06 20:14:31,518] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-06 20:15:01,703] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-06 21:34:15,902] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-06 21:38:15,755] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-06 21:40:21,075] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-06 21:41:20,282] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-06 21:42:55,216] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-06 21:43:46,633] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-07 07:38:30,738] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-08 09:04:42,565] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-08 09:04:42,634] [face01lib/load_priset_image] [FACE01.py] [INFO] 1 Gregory Peck_1.pngをエンコードしています
[2022-08-08 09:04:46,677] [face01lib/load_priset_image] [FACE01.py] [INFO] 2 Audrey Hepburn_7.pngをエンコードしています
[2022-08-08 09:04:46,788] [face01lib/load_priset_image] [FACE01.py] [INFO] 3 Audrey Hepburn_9.pngをエンコードしています
[2022-08-08 09:04:46,897] [face01lib/load_priset_image] [FACE01.py] [INFO] 4 Audrey Hepburn_default.pngをエンコードしています
[2022-08-08 09:04:47,008] [face01lib/load_priset_image] [FACE01.py] [INFO] 5 Audrey Hepburn_6.pngをエンコードしています
[2022-08-08 09:04:47,114] [face01lib/load_priset_image] [FACE01.py] [INFO] 6 Audrey Hepburn_3.pngをエンコードしています
[2022-08-08 09:04:47,227] [face01lib/load_priset_image] [FACE01.py] [INFO] 7 Audrey Hepburn_5.pngをエンコードしています
[2022-08-08 09:04:47,336] [face01lib/load_priset_image] [FACE01.py] [INFO] 8 Gregory Peck_2.pngをエンコードしています
[2022-08-08 09:04:47,450] [face01lib/load_priset_image] [FACE01.py] [INFO] 顔が検出できませんでした。一時的にcnnモードへ切り替えます
[2022-08-08 09:04:47,517] [face01lib/load_priset_image] [FACE01.py] [INFO] 9 登録顔画像 Gregory Peck_3.png に顔が検出されませんでした(CNNモード)。 noFace フォルダへ移動します
[2022-08-08 09:04:47,518] [face01lib/load_priset_image] [FACE01.py] [INFO] hogモードへ戻しました
[2022-08-08 09:04:47,518] [face01lib/load_priset_image] [FACE01.py] [INFO] 9 Gregory Peck_3.pngをエンコードしています
[2022-08-08 09:04:47,627] [face01lib/load_priset_image] [FACE01.py] [INFO] 10 Audrey Hepburn_10.pngをエンコードしています
[2022-08-08 09:04:47,731] [face01lib/load_priset_image] [FACE01.py] [INFO] 11 Audrey Hepburn_1.pngをエンコードしています
[2022-08-08 09:04:47,839] [face01lib/load_priset_image] [FACE01.py] [INFO] 12 Gregory Peck_4.pngをエンコードしています
[2022-08-08 09:04:47,944] [face01lib/load_priset_image] [FACE01.py] [INFO] 13 Audrey Hepburn_2.pngをエンコードしています
[2022-08-08 09:04:48,046] [face01lib/load_priset_image] [FACE01.py] [INFO] 14 Audrey Hepburn_4.pngをエンコードしています
[2022-08-08 09:04:48,150] [face01lib/load_priset_image] [FACE01.py] [INFO] 15 Audrey Hepburn_8.pngをエンコードしています
[2022-08-08 09:04:48,254] [face01lib/load_priset_image] [FACE01.py] [INFO] 16 Gregory Peck_default.pngをエンコードしています
[2022-08-08 09:04:48,364] [face01lib/load_priset_image] [FACE01.py] [INFO] 17 Gregory Peck_5.pngをエンコードしています
[2022-08-08 09:23:16,925] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-08 09:25:55,702] [face01lib/load_priset_image] [FACE01.py] [INFO] npKnown.npz を読み込みます
[2022-08-08 09:25:55,766] [face01lib/load_priset_image] [FACE01.py] [INFO] 1 オードリーヘップバーン_1.pngをエンコードしています
[2022-08-08 09:25:57,261] [face01lib/load_priset_image] [FACE01.py] [INFO] 2 オードリーヘップバーン_6.pngをエンコードしています
[2022-08-08 09:25:57,368] [face01lib/load_priset_image] [FACE01.py] [INFO] 3 オードリーヘップバーン_3.pngをエンコードしています
[2022-08-08 09:25:57,474] [face01lib/load_priset_image] [FACE01.py] [INFO] 4 グレゴリーペック_2.pngをエンコードしています
[2022-08-08 09:25:57,579] [face01lib/load_priset_image] [FACE01.py] [INFO] 5 オードリーヘップバーン_7.pngをエンコードしています
[2022-08-08 09:25:57,683] [face01lib/load_priset_image] [FACE01.py] [INFO] 6 オードリーヘップバーン_default.pngをエンコードしています
[2022-08-08 09:25:57,785] [face01lib/load_priset_image] [FACE01.py] [INFO] 7 グレゴリーペック_5.pngをエンコードしています
[2022-08-08 09:25:57,889] [face01lib/load_priset_image] [FACE01.py] [INFO] 8 オードリーヘップバーン_4.pngをエンコードしています
[2022-08-08 09:25:57,989] [face01lib/load_priset_image] [FACE01.py] [INFO] 9 グレゴリーペック_1.pngをエンコードしています
[2022-08-08 09:25:58,089] [face01lib/load_priset_image] [FACE01.py] [INFO] 10 オードリーヘップバーン_8.pngをエンコードしています
[2022-08-08 09:25:58,191] [face01lib/load_priset_image] [FACE01.py] [INFO] 11 オードリーヘップバーン_10.pngをエンコードしています
[2022-08-08 09:25:58,291] [face01lib/load_priset_image] [FACE01.py] [INFO] 12 オードリーヘップバーン_2.pngをエンコードしています
[2022-08-08 09:25:58,390] [face01lib/load_priset_image] [FACE01.py] [INFO] 13 グレゴリーペック_4.pngをエンコードしています
